@relation designdecisions

@attribute class {1, 0}
@attribute DecisionText string

@data
1,'YarnShuffleService should use YARN getRecoveryPath for leveldb location The YarnShuffleService currently just picks a directly in the yarn local dirs to store the leveldb file YARN added an interface in hadoop 25 getRecoverPath to get the location where it should be storing this We should change to use getRecoveryPath This does mean we will have to use reflection or similar to check for its existence though since it doesnt exist before hadoop 25'
1,'Predicate Push Down Through Window Operator Push down the predicate through the Window operator In this JIRA predicates are pushed through Window if and only if the following conditions are satisfied Predicate involves one and only one column that is part of window partitioning key Window partitioning key is just a sequence of attributeReferences ie none of them is an expression Predicate must be deterministic'
1,'ObjectFile on top of TFile Problem We need to have Object Serialization Deserialization support for TFile'
1,'fsck to show checksum corrupted files Currently only way to find files with all replica being corrupt is when we read those files Instead can we have fsck report those Using the corrupted blocks found by the periodic verification'
1,'Add computeCost method to KMeansModel in sparkml We should add a method analogous to sparkmllibclusteringKMeansModelcomputeCost to sparkmlclusteringKMeansModel This will be a temp fix until we have proper evaluators defined for clustering'
1,'Invoke task failure callbacks before calling outputstreamclose We need to submit another PR against Spark to call the task failure callbacks before Spark calls the close function on various output streams For example we need to intercept an exception and call TaskContextmarkTaskFailed before calling close functions Changes to Spark should include unit tests to make sure this always work in the future'
1,'Add A and a formats for fs stat command to print permissions This patch adds to fs shell Statjava the missing options of a and A FileStatus already contains the getPermission method required for returning symbolic permissions FsPermission contains the method to return the binary short but nothing to present in standard Octal format Most UNIX admins base their work on such standard octal permissions Hence this patch also introduces one tiny method to translate the toShort return into octal Build has already passed unit tests and javadoc'
1,'Add utilities to load chukwa sequence file to database When data need to be reprocessed in the database there is currently no manual method to reload the chukwa sequence files into database A few minor tweaks to MetricsDataLoader should be possible to create a command line utility to do this'
1,'Dataframedrop supported multicolumns in spark api and should make python api also support it Dataframedrop supported multicolumns in spark api and should make python api also support it'
1,'Add safely flag to rm to prompt when deleting many files We have seen many cases with customers deleting data inadvertently with skipTrash The FSShell should prompt user if the size of the data or the number of files being deleted is bigger than a threshold even though skipTrash is being used'
1,'collectlist and collectset should accept struct types as argument Hive already supports this Currently Sparksql still supports only primitive types'
1,'Support formula in sparkkmeans in SparkR In SparkR sparkkmeans take a DataFrame with double columns This is different from other ML methods we implemented which support R model formula We should add support for that as well'
1,'Allow handoff on the server side for RPC requests An RPC server handler thread is tied up for each incoming RPC request This isnt ideal since this essentially implies that RPC operations should be short lived and most operations which could take time end up falling back to a polling mechanism Some use cases where this is useful YARN submitApplication which currently submits followed by a poll to check if the application is accepted while the submit operation is written out to storage This can be collapsed into a single call YARN allocate requests and allocations use the same protocol New allocations are received via polling The allocate protocol could be split into a request heartbeat along with a awaitResponse The request heartbeat is sent only when theres a request or on a much longer heartbeat interval awaitResponse is always left active with the RM and returns the moment something is available MapReduce Tez task to AM communication is another example of this pattern The same pattern of splitting calls can be used for other protocols as well This should serve to improve latency as well as reduce network traffic since the keepalive heartbeat can be sent less frequently I believe theres some cases in HDFS as well where the DN gets told to perform some operations when they heartbeat into the NN'
1,'Support timeouts in LDAP queries in LdapGroupsMapping LdapGroupsMapping currently does not set timeouts on the LDAP queries This can create a risk of a very long infinite wait on a connection'
1,'Optimize sequential projections In ML pipelines each transformer estimator appends new columns to the input DataFrame For example it might produce DataFrames like the following columns a b c d where a is from raw input b udfb a c udfc b and d udfd c Some UDFs could be expensive However if we materialize c and d udfb and udfc are triggered twice ie value c is not reused It would be nice to detect this pattern and reuse intermediate values'
1,'WritableComparator must implement noarg constructor Comparators should be serializable To make deserialization work it is required that all superclasses have noarg constructor Simply add noarg constructor to WritableComparator'
1,'Should add version to the serialization of DelegationToken Now that we are adding the serialized form of delegation tokens into the http interfaces we should include some version information'
1,'Expose NumOpenConnectionsPerUser as a metric To track user level connections How many connections for each user in busy cluster where so many connections to server'
1,'Add support for nested groups in LdapGroupsMapping When using LdapGroupsMapping with Hadoop nested groups are not supported So for example if user jdoe is part of group A which is a member of group B the group mapping currently returns only group A Currently this facility is available with ShellBasedUnixGroupsMapping and SSSD or similar tools but would be good to have this feature as part of LdapGroupsMapping directly'
1,'Support partition batch pruning with EqualNullSafe predicate in InMemoryTableScanExec It seems EqualNullSafe filter was missed for batch pruneing partitions in cached tables Supporting this improve the performance roughly ~75 it will vary'
1,'Support perserver IPC configuration Currently different IPC servers in Hadoop use the same config variables names starting with ipcserver This makes it difficult and confusing to maintain configuration for different IPC servers'
1,'Add an HDFS metrics sink We need a metrics2 sink that can write metrics to HDFS The sink should accept as configuration a directory prefix and do the following in putMetrics Get yyyyMMddHH from current timestamp If HDFS dir dir prefix + yyyyMMddHH doesnt exist create it Close any currently open file and create a new file called hostname log in the new directory Write metrics to the current log file'
1,'Push Down Filter Through BatchEvalPython Currently when users use Python UDF in Filter BatchEvalPython is always generated below FilterExec However not all the predicates need to be evaluated after Python UDF execution Thus we can push down the predicates through BatchEvalPython'
1,'In DistCp prevent unnecessary getFileStatus call when not preserving metadata After DistCp copies a file it calls getFileStatus to get the FileStatus from the destination so that it can compare to the source and update metadata if necessary If the DistCp command was run without the option to preserve metadata attributes then this additional getFileStatus call is wasteful'
1,'Implement getLinkTarget for ViewFileSystem ViewFileSystem doesnt override FileSystem getLinkTarget So when view filesystem is used to resolve the symbolic links the default FileSystem implementation throws UnsupportedOperationException The proposal is to define getLinkTarget for ViewFileSystem and invoke the target FileSystem for resolving the symbolic links Path thus returned is preferred to be a viewfs qualified path so that it can be used again on the ViewFileSystem handle'
1,'Support streaming data using network library As part of the work to implement SPARK11140 it would be nice to have the network library efficiently stream data over a connection Currently all it has is the shuffle data protocol which is not very efficient for large files it requires the whole file to be buffered on the receiver side before the receiver can do anything For large files that comes at a huge cost in memory You can chunk large files but that requires the client to ask for each chunk separately Instead a similar approach but allowing the data to be processed as it arrives would be a lot more efficient and make it easier to implement the file server in the referenced bug'
1,'Allow custom timing control in microbenchmarks The current benchmark framework runs a code block for several iterations and reports statistics However there is no way to exclude periteration setup time from the overall results'
1,'Access Control support for Nonsecure deployment of Hadoop on Windows'
1,'Survival analysis in SparkR Implement a simple wrapper of AFTSurvivalRegression in SparkR to support survival analysis'
1,'Add ifelse Column function to SparkR Add a column function on a DataFrame like ifelse in R to SparkR I guess we could implement it with a combination with when and otherwise'
1,'LinearRegression should supported weighted data In many modeling application data points are not necessarily sampled with equal probabilities Linear regression should support weighting which account the over or under sampling'
1,'DataFrame UDFs in R This depends on some internal interface of Spark SQL should be done after merging into Spark'
1,'Improve SparkStatusTracker function to also track executor information'
1,'Make setting up the build environment easier As discussed with ~aw In AVRO1537 a docker based solution was created to setup all the tools for doing a full build This enables much easier reproduction of any issues and getting up and running for new developers This issue is to copy port that setup into the hadoop project in preparation for the bug squash'
1,'AFTSurvivalRegression should support feature standardization This bug is reported by Stuti Awasthi The lossSum has possibility of infinity because we do not standardize the feature before fitting model we should support feature standardization Another benefit is that standardization will improve the convergence rate'
1,'Support UnsafeRow in MapPartitions MapGroups CoGroup functions'
1,'Support UnsafeRow in LocalTableScan function'
1,'JSON serialization of Vectors We want to support JSON serialization of vectors in order to support SPARK11764'
1,'Improve delegation token handling in secure clusters In a way Id consider this a parent bug of SPARK7252 Sparks current support for delegation tokens is a little all over the place for HDFS theres support for recreating tokens if a principal and keytab are provided for HBase and Hive Spark will fetch delegation tokens so that apps can work in cluster mode but will not recreate them so apps that need those will stop working after 7 days for anything else Spark doesnt do anything Lots of other services use delegation tokens and supporting them as data sources in Spark becomes more complicated because of that eg Kafka will hopefully soon support them It would be nice if Spark had consistent support for handling delegation tokens regardless of who needs them Id list these as the requirements Spark to provide a generic interface for fetching delegation tokens This would allow Sparks delegation token support to be extended using some plugin architecture eg Java services meaning Spark itself doesnt need to support every possible service out there This would be used to fetch tokens when launching apps in cluster mode and when a principal and a keytab are provided to Spark A way to manually update delegation tokens in Spark For example a new SparkContext API or some configuration that tells Spark to monitor a file for changes and load tokens from said file This would allow external applications to manage tokens outside of Spark and be able to update a running Spark application think for example a job sever like Oozie or something like HiveonSpark which manages Spark apps running remotely A way to notify running code that new delegation tokens have been loaded This may not be strictly necessary it might be possible for code to detect that eg by peeking into the UserGroupInformation structure But an event sent to the listener bus would allow applications to react when new tokens are available eg the Hive backend could recreate connections to the metastore server using the new tokens'
1,'Add JavaStreamingListener functionality Add Java friendly API for StreamingListener'
1,'add gapplyCollect for SparkDataFrame Add a new API method called gapplyCollect for SparkDataFrame It does gapply on a SparkDataFrame and collect the result back to R Compared to gapply + collect gapplyCollect offers performance optimization as well as programming convenience as no schema is needed to be provided This is similar to dapplyCollect'
1,'Open up SparkILoopgetAddedJars SparkILoopgetAddedJars is a useful method to use so we can programmatically get the list of jars added'
1,'Support multiple authentication schemes via AuthenticationFilter The requirement is to support LDAP based authentication scheme via Hadoop AuthenticationFilter HADOOP9054 added a support to plugin custom authentication scheme in addition to Kerberos via AltKerberosAuthenticationHandler  But it is based on selecting the authentication mechanism based on UserAgent HTTP header which does not conform to HTTP protocol semantics HTTP protocol provides a simple challengeresponse authentication mechanism that can be used by a server to challenge a client request and by a client to provide the necessary authentication information This mechanism is initiated by server sending the 401 Authenticate response with WWWAuthenticate header which includes at least one challenge that indicates the authentication scheme s and parameters applicable to the RequestURI In case server supports multiple authentication schemes it may return multiple challenges with a 401 Authenticate response and each challenge may use a different authscheme A user agent MUST choose to use the strongest authscheme it understands and request credentials from the user based upon that challenge The existing Hadoop authentication filter implementation supports Kerberos authentication scheme and uses Negotiate as the challenge as part of WWWAuthenticate response header As per the following documentation Negotiate challenge scheme is only applicable to Kerberos and Windows NTLM authentication schemes On the other hand for LDAP authentication typically Basic authentication scheme is used Note TLS is mandatory with Basic authentication scheme Hence for this feature the idea would be to provide a custom implementation of Hadoop AuthenticationHandler and Authenticator interfaces which would support both schemes Kerberos via Negotiate auth challenge and LDAP via Basic auth challenge During the authentication phase it would send both the challenges and let client pick the appropriate one If client responds with an Authorization header tagged with Negotiate it will use Kerberos authentication If client responds with an Authorization header tagged with Basic it will use LDAP authentication Note some HTTP clients eg curl or Apache Http Java client need to be configured to use one scheme over the other eg curl tool supports option to use either Kerberos via negotiate flag or username password based authentication via basic and u flags Apache HttpClient library can be configured to use specific authentication scheme Typically web browsers automatically choose an authentication scheme based on a notion of strength of security eg take a look at the design of Chrome browser for HTTP authentication'
1,'Support to specify join type when calling join with usingColumns Currently the method join right DataFrame usingColumns SeqString only supports inner join It is more convenient to have it support other join types'
1,'Use XInclude in hadoopazure test configuration to isolate Azure Storage account keys for service integration tests The hadoopazure tests support execution against the live Azure Storage service if the developer specifies the key to an Azure Storage account The configuration works by overwriting the src test resources azuretestxml file This can be an errorprone process The azuretestxml file is checked into revision control to show an example There is a risk that the tester could overwrite azuretestxml containing the keys and then accidentally commit the keys to revision control This would leak the keys to the world for potential use by an attacker This issue proposes to use XInclude to isolate the keys into a separate file ignored by git which will never be committed to revision control This is very similar to the setup already used by hadoopaws for integration testing'
1,'RollingFileSystemSink should eagerly rotate directories The RollingFileSystemSink only rolls over to a new directory if a new metrics record comes in The issue is that HDFS does not update the file size until its closed HDFS5478 and if no new metrics record comes in then the file size will never be updated This JIRA is to add a background thread to the sink that will eagerly close the file at the top of the hour'
1,'PySpark mlevaluation should support save load functions Since mlevaluation has supported save load at Scala side supporting it at Python side is very straightforward and easy'
1,'Enable AzureStorage Client Side logging AzureStorageExceptions currently are logged as part of the WAB code which often is not too informative AzureStorage SDK supports client side logging that can be enabled that logs relevant information wrt request made from the Storage client This JIRA is created to enable Azure Storage Client Side logging at the Job submission level User should be able to configure Client Side logging on a Per Job bases'
1,'Set Streaming MaxRate Independently For Multiple Streams We use multiple DStreams coming from different Kafka topics in a Streaming application Some settings like maxrate and backpressure enabled disabled would be better passed as config to KafkaUtilscreateStream and KafkaUtilscreateDirectStream instead of setting them in SparkConf Being able to set a different maxrate for different streams is an important requirement for us we currently workaround the problem by using one receiverbased stream and one direct stream We would like to be able to turn on backpressure for only one of the streams as well'
1,'Port StreamInputFormat to new Map Reduce API As of now hadoop streaming uses old Hadoop M R API This JIRA ports it to the new M R API'
1,'Add support for offheap memory to MemoryManager In order to lay the groundwork for proper offheap memory support in SQL Tungsten we need to extend our MemoryManager to perform bookkeeping for offheap memory'
1,'Use Spark BitSet in BroadcastNestedLoopJoin method We use scalacollectionmutableBitSet in BroadcastNestedLoopJoin method now We should use Sparks BitSet'
1,'the metrics system in the job tracker is running too often The metrics system in the JobTracker is defaulting to every 5 seconds computing all of the counters for all of the jobs This work is a substantial amount of work showing up as running in 20 of the snapshots that Ive seen Id like to lower the default interval to once every 60 seconds and make it a low priority thread'
1,'Disable hiding field style checks in  setters'
1,'Add Java API for trackStateByKey'
1,'Python API for text data source We should add text to DataFrameReader and DataFrameWriter'
1,'Support UnsafeRow in all SparkPlan if possible There are still some SparkPlan does not support UnsafeRow or does not support well'
1,'ServiceLevelAuth still references hadoop dfsadmin mradmin This should be hdfs dfsadmin and yarn rmadmin'
1,'AggregateFunction should not ImplicitCastInputTypes AggregateFunction currently implements ImplicitCastInputTypes which enables implicit input type casting This can lead to unexpected results and should only be enabled when it is suitable for the function at hand'
1,'When wrapping catalyst datatype to Hive data type avoid pattern matching Profiling a job we saw that patten matching in wrap function of HiveInspector is consuming around 10 of the time which can be avoided A similar change in the unwrap function was made in SPARK15956'
1,'FileSystem should have mkdir and create file apis which do not create parent path FileSystem should have mkdir and create file apis which do not create parent path'
1,'Design ServerCall to be extensible for unified call queue The RPC layer supports QoS but other protocols ex webhdfs are completely unconstrained Generalizing ServerCall to be extensible with simple changes to the handlers will enable unifying the call queue for multiple protocols'
1,'Deprecate FileUtil copyMerge FileUtil copyMerge is currently unused in the Hadoop source tree In branch1 it had been part of the implementation of the hadoop fs getmerge shell command In branch2 the code for that shell command was rewritten in a way that no longer requires this method'
1,'Implement drop method for DataFrame in SparkR'
1,'update InternalRowtoSeq to make it accept data type info'
1,'isnotnull operator not pushed down for JDBC datasource IsNotNull filter is not being pushed down for JDBC datasource It looks it is SQL standard according to SQL92 SQL 1999 SQL 2003 and SQL 201x and I believe most databases support this'
1,'Support weighted instances in naive Bayes In naive Bayes we expect inputs to be individual observations In practice people may have the frequency table instead It is useful for us to support instance weights to handle this case'
1,'Add MessageHandler function to KinesisUtilscreateStream similar to Direct Kafka There is support for message handler in Direct Kafka Stream which allows arbitrary T to be the output of the stream instead of ArrayByte This is a very useful function therefore should exist in Kinesis as well'
1,'support wildcard in libjars argument There is a problem when a user job adds too many dependency jars in their command line The HADOOPCLASSPATH part can be addressed including using wildcards \ But the same cannot be done with the libjars argument Today it takes only fully specified file paths We may want to consider supporting wildcards as a way to help users in this situation The idea is to handle it the same way the JVM does it \ expands to the list of jars in that directory It does not traverse into any child directory Also it probably would be a good idea to do it only for libjars ie dont do it for files and archives'
1,'Improve performance of Decimaltimes and casting from integral'
1,'Propagate data source options to Hadoop configurations We currently have no way for users to propagate options to the underlying library that rely in Hadoop configurations to work For example there are various options in parquetmr that users might want to set but the data source API does not expose a perjob way to set it This patch propagates the userspecified options also into Hadoop Configuration'
1,'Fix usage of isnan isNaN Add isNaN to Column for SparkR Column should has three related variable functions isNaN isNull isNotNull Replace DataFrameisNaN with DataFrameisnan at SparkR side Because DataFrameisNaN has been deprecated and will be removed at Spark 20 Add isnull to DataFrame for SparkR DataFrame should has two related functions isnan isnull'
1,'Add overwrite option for get shell command I think itd be good to add an argument to specify that the local file be overwritten if it exists when doing a DFS Get operation'
1,'Repartition operator should use Exchange to perform its shuffle Spark SQLs Repartition operator is implemented in terms of Spark Cores repartition operator which means that it has to perform lots of unnecessary row copying and inefficient row serialization Instead it would be better if this was implemented using some of Exchanges internals so that it can avoid row format conversions and generic getters hashcodes'
1,'support null ordering for DataFrame API SPARK10747 has added support for NULLS FIRST | LAST in ORDER BY clause for SQL interface This JIRA is to complete this feature by adding same support for DataFrame Dataset APIs
1,'Allow smartapplypatchsh to add new files in binary git patches When a new file is added the source is dev null rather than the root of the tree which would mean a a b prefix'
1,'Avoid memory copy in JavaSerializerInstanceserialize JavaSerializerInstanceserialize uses ByteArrayOutputStreamtoByteArray to get the serialized data ByteArrayOutputStreamtoByteArray needs to copy the content in the internal array to a new array However since the array will be converted to ByteBuffer at once we can avoid the memory copy'
1,'Add a method to list the referenced columns in data source Filter It would be useful to support listing the columns that are referenced by a filter'
1,'IPC server max queue size should be configurable Currently max queue size for IPC server is set to 100 handlers Usually when RPC failures are observed eg HADOOP1763 we increase number of handlers and the problem goes away I think a big part of such a fix is increase in max queue size I think we should make maxQsize per handler configurable with a bigger default than 100 There are other improvements also HADOOP1841 Server keeps reading RPC requests from clients When the number inflight RPCs is larger than maxQsize the earliest RPCs are deleted This is the main feedback Server has for the client I have often heard from users that Hadoop doesnt handle bursty traffic Say handler count is 10 default and Server can handle 1000 RPCs a sec quite conservative low for a typical server it implies that an RPC can wait for only for 1 sec before it is dropped If there 3000 clients and all of them send RPCs around the same time not very rare with heartbeats etc 2000 will be dropped In stead of dropping the earliest RPCs if the server delays reading new RPCs the feedback to clients would be much smoother I will file another jira regd queue management For this jira I propose to make queue size per handler configurable with a larger default may be 500'
1,'Deprecate HADOOPSERVERNAMEOPTS replace with command  subcommand OPTS Big features like YARN2928 demonstrate that even senior level Hadoop developers forget that daemons need a custom OPTS env var We can replace all of the custom vars with generic handling just like we do for the username check This makes it consistent across the entire project consistent for every subcommand eliminates almost all of the custom appending in the case statements Its worth pointing out that subcommands like distcp that sometimes need a higher than normal clientside heapsize or custom options are a huge win Combined with hadooprc and or dynamic subcommands it means users can easily do customizations based upon their needs without a lot of weirdo shell aliasing or one line shell scripts off to the side'
1,'SQL Code refactoring and comment correction in Dataset APIs Created a new private variable boundTEncoder that can be shared by multiple functions RDD select and collect Replaced all the queryExecutionanalyzed by the function call logicalPlan A few API comments are using wrong  names eg DataFrame or parameter names eg n A few API descriptions are wrong eg mapPartitions'
1,'Need mapping from long principal names to local OS user names We need a configurable mapping from full user names eg omalleyAPACHEORG to local user names eg omalley For many organizations it is sufficient to just use the prefix however in the case of shared clusters there may be duplicated prefixes A configurable mapping will let administrators resolve the issue'
1,'Implement SQL data source API for reading LIBSVM data It is convenient to implement data source API for LIBSVM format to have a better integration with DataFrames and ML pipeline API This JIRA covers the following Read LIBSVM data as a DataFrame with two columns label Double and features Vector Accept numFeatures as an option The implementation should live under orgapachesparkmlsourcelibsvm'
1,'New binary file format SequenceFiles block compression format is too complex and requires 4 codecs to compress or decompress It would be good to have a file format that only needs'
1,'Execute multiple Python UDFs in single batch'
1,'Enable MaxInactiveInterval for hadoop http auth token During http authentication a cookie which contains the authentication token is dropped The expiry time of the authentication token can be configured via hadoophttpauthenticationtokenvalidity The default value is 10 hours For clusters which require enhanced security it is desirable to have a configurable MaxInActiveInterval for the authentication token If there is no activity during MaxInActiveInterval the authentication token will be invalidated The MaxInActiveInterval will be less than hadoophttpauthenticationtokenvalidity The default value will be 30 minutes'
1,'RPC timeout should not override IPC ping interval Currently if the value of ipcclientrpctimeoutms is greater than 0 the timeout overrides the ipcpinginterval and client will throw exception instead of sending ping when the interval is passed RPC timeout should work without effectively disabling IPC ping'
1,'Enable TLS v11 and 12 Java 7 supports TLSv11 and TLSv12 which are more secure than TLSv1 which was all that was supported in Java 6 so we should add those to the default list for hadoopsslenabledprotocols'
1,'Update Chukwa Demux process simplify Parsers implementation add map and reduce side to the demux add dynamic link between RecordType and Parsers using configuration file and alias encapsulate data files creation location and naming convention inside the core demux classes sort all data by TimePartition Machine Timestamp by default'
1,'Change untar to use Java API on Windows instead of spawning tar process Currently FileUtilunTar spawns tar utility to do the work Tar may not be present on all platforms by default eg Windows So changing this to use JAVA APIs would help make it more crossplatform FileUtilunZip uses the same approach'
1,'Speedup distcp buildListing using threadpool For very large source trees on s3 distcp is taking long time to build file listing client code before starting mappers For a dataset I used 15M files 50K dirs it was taking 65 minutes before my fix in HADOOP11785 and 36 minutes after the fix'
1,'Add noniterator interface to RandomSampler RandomSamplersample currently accepts iterator as input and output another iterator This makes it inappropriate to use in wholestage codegen of Sampler operator We should add noniterator interface to RandomSampler'
1,'to optimize hudsonBuildHadoopNightlysh script'
1,'testpatch should verify that FindBugs version used for verification is correct one Theres a possibility that contributors and commiters might be checking their patches against a version of FindBugs which differs from one installed on Hudson testpatch script has to verify if the version of FindBugs is correct'
1,'Deprecate DistCpV1 and Logalyzer deprecate DistCpV1 and Logalyzer which are no longer used'
1,'Add UserDefinedType support to RowEncoder method RowEncoder method doesnt support UserDefinedType now We should add the support for it'
1,'Support group by ordinal in SQL This is to support order by position in SQL eg We only convert integer literals not foldable expressions For positions that are aggregate functions an analysis exception should be thrown eg in postgres This should be controlled by config option sparksqlgroupByOrdinal'
1,'Deprecate usage of NativeIO link Since our min version is now JDK7 theres hardlink support via Files This means we can deprecate the JNI implementation and discontinue usage'
1,'Allow pluggable audit loggers in KMS Currently KMS audit log is using log4j to write a text format log We should refactor this so that people can easily add new format audit logs The current text format log should be the default and all of its behavior should remain compatible'
1,'FileContext and AbstractFileSystem should be annotated as a Stable interface The FileContext  currently is annotated as Evolving However at this point we really need to treat it as a Stable interface'
1,'Reload cached groups in background after expiry In HADOOP11238 the Guava cache was introduced to allow refreshes on the Namenode group cache to run in the background avoiding many slow group lookups Even with this change I have seen quite a few clusters with issues due to slow group lookups The problem is most prevalent in HA clusters where a slow group lookup on the hdfs user can fail to return for over 45 seconds causing the Failover Controller to kill it The way the current Guava cache implementation works is approximately On initial load the first thread to request groups for a given user blocks until it returns Any subsequent threads requesting that user block until that first thread populates the cache When the key expires the first thread to hit the cache after expiry blocks While it is blocked other threads will return the old value I feel it is this blocking thread that still gives the Namenode issues on slow group lookups If the call from the FC is the one that blocks and lookups are slow if can cause the NN to be killed Guava has the ability to refresh expired keys completely in the background where the first thread that hits an expired key schedules a background cache reload but still returns the old value Then the cache is eventually updated This patch introduces this background reload feature There are two new parameters hadoopsecuritygroupscachebackgroundreload default false to keep the current behaviour Set to true to enable a small thread pool and background refresh for expired keys hadoopsecuritygroupscachebackgroundreloadthreads only relevant if the above is set to true Controls how many threads are in the background refresh pool Default is 1 which is likely to be enough'
1,'Use inmemory for execution hives derby metastore Starting from Hive 013 the derby metastore can use a inmemory backend Since our execution hive is a fake metastore if we use inmemory mode we can reduce the time that is used on creating the execution hive'
1,'Have a builtin CSV data source implementation CSV is the most common data format in the small data world It is often the first format people want to try when they see Spark on a single node Making this builtin for the most common source can provide a better experience for firsttime users'
1,'Add support for DataFrameStatFunctions in SparkR The stat functions are defined Currently only crosstab is supported Functions to be supported include corr cov freqItems'
1,'Add support for writing partitioned csv json text formats in Structured Streaming Support for partitioned parquet format in FileStreamSink was added in Spark14716 now lets add support for partitioned csv json text format'
1,'Python API for MaxAbsScaler After SPARK13028 we should add Python API for MaxAbsScaler'
1,'Automatically use Kryo serializer when shuffling RDDs with simple types Because ClassTags are available when constructing ShuffledRDD we can use them to automatically use Kryo for shuffle serialization when the RDDs types are guaranteed to be compatible with Kryo eg RDDs whose key value and or combiner types are primitives arrays of primitives or strings This is likely to result in a large performance gain for many RDD API workloads'
1,'RPC Layer improvements to support protocol compatibility'
1,'Add toLocalIterator method to pyspark rdd toLocalIterator method is available in Java and Scala If we add this functionality to Python then we can also be able to use PySpark to iterate over a dataset partition by partition'
1,'Rolling mechanism for demux output In order to reduce the number of file on HDFS we need to have a rolling mechanism for the demux output avoid immediate merging if theres already file for the same time range create a spill file instead merge all raw files every hours merge all hourly files every days'
1,'Add a new instrumented readwrite lock Add a new instrumented readwrite lock in hadoop common so that the HDFS9668 can use this to improve the locking in FsDatasetImpl'
1,'Dateset Time Windowing API for Python R and SQL The time windowing function window was added to Datasets This JIRA is to track the status for the R Python and SQL API'
1,'Add a command to FsShell stat to get a files block location information Adding an option to FsShell stat to get a files block location information will be very useful'
1,'Make the mllibml linalg type conversion APIs public We should open up the APIs for converting between new old linear algebra types in sparkmlliblinalg I made these private originally but they will be useful for users transitioning workloads'
1,'Add getOrCreate method for SparkContext SQLContext for Python Also SQLContextnewSession method'
1,'Add deleteWithJob hook to internal commit protocol API Currently in SQL we implement overwrites by calling fsdelete directly on the original data This is not ideal since we the original files end up deleted even if the job aborts We should extend the commit protocol to allow file overwrites to be managed as well'
1,'Add direct flag option for fs copy so that user can choose not to create COPYING file Because CLI is using CommandWithDestinationjava which add COPYING to the tail of file name when it does the copy For blobstore like S3 and Swift to create COPYING file and rename it is expensive direct flag can allow user to avoiding the COPYING file'
1,'Add reencryptEncryptedKey interface to KMS This is the KMS part Please refer to HDFS10899 for the design doc'
1,'Make FTPFileSystems data connection mode and transfer mode configurable The FTP transfer mode used by FTPFileSystem is BLOCKTRANSFERMODE FTP Data connection mode used by FTPFileSystem is ACTIVELOCALDATACONNECTIONMODE This jira makes them configurable'
1,'Add KMeanSummary in KMeans of PySpark Theres no corresponding python api for KMeansSummary it would be nice to have it'
1,'Support USING clause in JOIN Support queries that JOIN tables with USING clause'
1,'Make additional KMS tomcat settings configurable Doing some Tomcat performance tuning on a loaded cluster we found that acceptCount acceptorThreadCount and protocol can be useful Lets make these configurable in the kms startup script Since the KMS is Jetty in 3x this is targeted at just branch2'
1,'Deprecate shell vars It is a very common shell pattern in 3x to effectively replace subproject specific vars with generics We should have a function that does this replacement and provides a warning to the end user that the old shell var is deprecated Additionally we should use this shell function to deprecate the shell vars that are holdovers already'
1,'Add support for offheap caching We should add support for caching serialized data offheap within the same process ie using direct buffers or sunmiscunsafe'
1,'Expose HadoopKerberosName as a hadoop subcommand HadoopKerberosName has been around as a secret hack for quite a while We should clean up the output and make it official by exposing it via the hadoop command'
1,'Reject invalid Windows URIs This JIRA is to make handling of improperly constructed file URIs for Windows local paths more rigorous'
1,'YarnShuffleService should use YARN getRecoveryPath for leveldb location The YarnShuffleService currently just picks a directly in the yarn local dirs to store the leveldb file YARN added an interface in hadoop 25 getRecoverPath to get the location where it should be storing this We should change to use getRecoveryPath This does mean we will have to use reflection or similar to check for its existence though since it doesnt exist before hadoop 25'
1,'Introduce additonal implementation with a dense format for UnsafeArrayData It would be good to have an additional implementation which uses dense format for UnsafeArrayData to reduce memory footprint Current UnsafeArrayData implementation uses only a sparse format It is useful for an UnsafeArrayData that is created by a method fromPrimitiveArray which have no null value'
1,'Consider nullability of expression in codegen In codegen we didnt consider nullability of expressions Once considering this we can avoid lots of null check reduce the size of generated code also improve performance Before that we should doublecheck the correctness of nullablity of all expressions and schema or we will hit NPE or wrong results'
1,'hadoopconfigsh needs to be updated post mavenization hadoopcommon src main bin hadoopconfigsh needs to be updated post mavenization eg it still refers to build classes etc'
1,'Updated utility to create modify token files hdfs fetchdt is missing some critical features and is geared almost exclusively towards HDFS operations Additionally the token files that are created use Java serializations which are hard impossible to deal with in other languages It should be replaced with a better utility in common that can read write protobufbased token files has enough flexibility to be used with other services and offers key functionality such as append and rename The old version file format should still be supported for backward compatibility but will be effectively deprecated A followon JIRA will deprecrate fetchdt'
1,'Add slaves shell option Add a slaves shell option to hadoopconfigsh to trigger the given command on slave nodes This is required to deprecate hadoopdaemonssh and yarndaemonssh'
1,'All functions should show usages by command DESC FUNCTION Currently many functions do now show usages like the followings This PR adds descriptions for functions and adds a testcase prevent adding function without usage The only exceptions are cube grouping groupingid rollup window'
1,'Guard against race condition when recaching spilled bytes in memory When reading data from the DiskStore and attempting to cache it back into the memory store we should guard against race conditions where multiple readers are attempting to recache the same block in memory'
1,'Change ipcClient to support asynchronous calls In ipcClient the underlying mechanism is already supporting asynchronous calls the calls shares a connection the call requests are sent using a thread pool and the responses can be out of order Indeed synchronous call is implemented by invoking wait in the caller thread in order to wait for the server response In this JIRA we change ipcClient to support asynchronous mode In asynchronous mode it return once the request has been sent out but not wait for the response from the server'
